age,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,days_since_joining,last_visit_hour,membership_tier,has_referral,gender,region_category,preferred_offer_types,medium_of_operation,internet_option,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
49.0,21.0,41.72,18646.29,1.0,264.92430232951983,181.0,0.0,5.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,Yes,Solved,Reasonable Price,1
51.0,24.0,32.26,37047.98,9.0,1032.2781742375732,1025.0,11.0,5.0,0.0,M,Town,Without Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,3
25.0,15.0,146.75,19233.38,19.0,585.52,1085.0,3.0,1.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,5
47.0,18.4,32.47,11904.54,13.0,753.13,472.0,8.0,5.0,0.0,M,Town,Without Offers,Desktop,Mobile_Data,No,Yes,Yes,No Information Available,No reason specified,3
35.0,3.0,-423.92393951631135,38778.5,25.0,701.98,784.0,5.0,0.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,Yes,Solved,Poor Website,4
39.0,11.0,374.15,12114.64,16.0,707.51,71.0,11.0,1.0,0.0,F,Village,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No,No,Not Applicable,No reason specified,4
55.0,16.0,454.69862467920007,20534.97,5.0,739.95,951.0,20.0,5.0,0.0,F,Town,Gift Vouchers/Coupons,Desktop,Wi-Fi,Yes,No,No,Not Applicable,Poor Website,3
33.0,10.0,593.59,12346.2,8.0,755.71,747.0,11.0,5.0,1.0,M,Town,Without Offers,Desktop,Wi-Fi,Yes,No,No,Not Applicable,Reasonable Price,2
19.0,15.0,61.16,10397.59,13.0,685.13,835.0,6.0,0.0,0.0,F,Village,Without Offers,Smartphone,Mobile_Data,Yes,No,Yes,Solved,No reason specified,4
27.0,15.0,320.95,34808.39,12.0,702.16,250.0,18.0,1.0,1.0,F,City,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,Yes,Unsolved,Too many ads,4
10.0,23.0,109.19,31543.2,17.0,667.7,169.0,20.0,0.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,No,Yes,Solved,Too many ads,5
51.0,12.0,223.52,7395.73,23.0,526.73,10.0,10.0,1.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,Poor Website,5
17.0,6.0,147.69,1337.57,15.0,625.13,49.0,23.0,0.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Customer Service,5
29.0,22.0,45.08,39444.44,8.0,631.97,787.0,16.0,3.0,0.0,M,Town,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Poor Website,4
24.0,6.0,78.42,35868.95,6.0,780.67,401.0,2.0,4.0,0.0,M,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,3
55.0,16.0,75.86,32822.86,17.0,565.1493105938869,1066.0,15.0,1.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Product Quality,4
50.0,13.0,86.11,36156.84,11.180591949167113,202.1656389468488,585.0,15.0,5.0,1.0,F,Village,Without Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Too many ads,3
35.0,19.0,96.74,14624.64,11.0,713.49,507.0,1.0,2.0,1.0,M,Village,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Poor Website,4
56.0,15.0,1031.93,44746.04,27.0,685.35,196.0,8.0,0.0,1.0,F,Village,Without Offers,Desktop,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Product Quality,5
44.0,21.0,34.97,14545.9,8.0,360.5824642594399,525.0,10.0,4.0,0.0,M,Town,Without Offers,Smartphone,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Website,3
32.0,9.0,250.21,1508.71,17.6,946.6787907191724,241.0,6.0,2.0,1.0,M,Village,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Website,4
46.0,15.0,620.78,47910.75,29.0,532.8,807.0,3.0,1.0,1.0,F,Town,Without Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,No reason specified,5
52.0,11.0,138.14,37169.18,25.0,654.39,257.0,4.0,0.0,1.0,M,City,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,No reason specified,5
17.0,9.0,-737.4694869283794,24552.1,6.0,318.0544139515355,515.0,3.0,1.0,1.0,M,City,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,Yes,Solved in Follow-up,Poor Website,5
27.0,19.0,108.67,74895.58,14.0,786.24,339.0,17.0,4.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Reasonable Price,1
21.0,4.0,44.79,84732.64,6.0,815.67,970.0,19.0,3.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Reasonable Price,1
29.0,15.0,1241.8880400638582,93271.98119999998,9.322330653931488,297.84323966256665,521.0,22.0,3.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes,No,Not Applicable,Reasonable Price,2
10.0,11.0,122.66,26135.12,12.0,580.53,812.0,6.0,0.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Website,5
42.0,20.0,855.8806871949859,36723.4,20.0,624.43,68.0,8.0,2.0,0.0,F,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Poor Website,4
10.0,23.0,191.01,75153.0,-10.663377871601535,767.71,81.0,8.0,4.0,1.0,M,City,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Products always in Stock,2
46.0,9.0,367.25,10632.26,20.0,663.98,261.0,10.0,0.0,0.0,F,Town,Without Offers,Smartphone,Fiber_Optic,Yes,Yes,No,Not Applicable,Too many ads,5
31.0,10.0,244.04,45124.81,23.0,742.37,228.0,22.0,4.0,0.0,M,City,Without Offers,Smartphone,Mobile_Data,Yes,No,Yes,Unsolved,Poor Website,3
53.0,16.0,33.57,26513.51,8.0,522.74,182.0,23.0,0.0,1.0,M,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,5
39.0,21.0,168.55,49052.29,5.0,544.37,186.0,10.0,0.0,0.0,F,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,Yes,Solved,Poor Website,5
56.0,10.0,247.46,2775.17,15.0,1195.7389719944306,73.0,22.0,3.0,0.0,F,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Poor Website,3
34.0,24.0,337.6,27707.24,17.0,687.88,469.0,13.0,1.0,1.0,F,Town,Without Offers,Smartphone,Fiber_Optic,Yes,No,Yes,Unsolved,Too many ads,4
36.0,12.0,148.56,45259.8,18.0,717.53,868.0,11.0,0.0,1.0,M,City,Without Offers,Desktop,Wi-Fi,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,5
45.0,12.0,-899.7372309041028,5891.27,21.0,517.49,315.0,6.0,1.0,0.0,M,Town,Without Offers,Desktop,Mobile_Data,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5
51.0,12.0,32.24,14586.28,20.0,867.9423021206734,216.0,9.0,1.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Customer Service,5
11.0,2.0,33.44,25836.85,10.0,696.61,1085.0,5.0,0.0,0.0,F,City,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,Yes,Unsolved,Too many ads,4
46.0,14.2,243.42,19491.81,15.0,834.8961456643638,815.0,19.0,4.0,0.0,F,Town,Without Offers,Smartphone,Wi-Fi,Yes,Yes,No,Not Applicable,Products always in Stock,2
60.0,7.0,50.02,84132.27,8.0,761.24,96.0,12.0,4.0,0.0,M,Village,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No,Yes,Solved,User Friendly Website,2
35.0,10.0,39.1,18075.2,25.0,344.2494640416357,1009.0,17.0,5.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,No reason specified,3
49.0,9.0,318.37,7359.47,5.0,678.3630214548771,251.0,13.0,0.0,0.0,M,Town,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes,Yes,No Information Available,Poor Website,4
18.0,5.0,190.66,17012.74,3.0,729.24,113.0,14.0,2.0,0.0,M,City,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Products always in Stock,2
47.0,6.0,154.84,15525.52,11.0,717.15,1070.0,1.0,2.0,1.0,M,Town,Without Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,No reason specified,3
15.0,10.0,43.52,36721.91,12.0,732.658,625.0,0.0,3.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,3
19.0,13.0,212.54,55549.84,15.0,1100.8349880543942,30.0,17.0,5.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes,Yes,No Information Available,Quality Customer Care,1
12.0,22.0,94.22,33789.43,19.0,1256.5952204788814,764.0,13.0,5.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,User Friendly Website,2
46.0,7.0,-943.8667682476677,38056.57,21.0,506.13,493.0,14.0,1.0,0.0,F,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Website,5
51.0,8.0,32.25,8879.1,24.0,796.24,517.0,11.0,5.0,1.0,F,City,Without Offers,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,Too many ads,3
13.0,13.0,188.28,2309.45,6.0,718.92,403.0,6.0,2.0,0.0,F,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,Yes,Solved,Too many ads,3
32.0,16.0,106.73,31235.45,10.0,707.14,183.0,17.0,2.0,0.0,M,Town,Gift Vouchers/Coupons,Desktop,Wi-Fi,No,Yes,Yes,No Information Available,Poor Product Quality,3
17.0,4.0,440.22,8656.27,23.0,767.01,835.0,18.0,2.0,1.0,M,Village,Gift Vouchers/Coupons,Both,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Product Quality,3
58.0,14.0,31.63,24529.84,17.0,613.48,775.0,15.0,0.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,Yes,Solved,Poor Website,5
59.0,8.0,34.53,1568.94,15.8,127.72250122590742,263.0,0.0,3.0,0.0,M,Village,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No,Yes,Solved in Follow-up,No reason specified,4
26.0,18.0,401.46,75128.27,8.0,830.26,1043.0,21.0,3.0,0.0,M,Town,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes,No,Not Applicable,Products always in Stock,1
33.0,16.0,-844.5920671771918,47212.11,17.0,656.15,534.0,2.0,0.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Too many ads,4
32.0,20.0,234.01,16688.94,5.0,809.74,218.0,23.0,3.0,0.0,F,Village,Without Offers,Desktop,Fiber_Optic,Yes,Yes,Yes,Solved in Follow-up,Products always in Stock,1
40.0,10.0,50.14,47383.26,29.0,887.8918040444992,666.0,19.0,0.0,0.0,F,Town,Without Offers,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Poor Website,5
29.0,11.0,455.45,42755.89,22.0,106.54267990398986,828.0,18.0,1.0,0.0,M,City,Without Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Too many ads,5
57.0,13.0,32.77,17821.0,42.3867537120143,706.08,528.0,20.0,2.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,Poor Product Quality,4
24.0,13.0,548.07,35128.09,17.0,631.98,764.0,21.0,3.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,No reason specified,4
45.0,17.0,30.73,23675.72,2.0,740.69,10.0,11.0,3.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,Yes,Solved,User Friendly Website,2
39.0,12.0,157.37,29580.89,13.0,1048.360181151516,381.0,2.0,0.0,0.0,M,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,Yes,Unsolved,No reason specified,5
45.0,9.0,802.26,13882.49,17.0,789.76,611.0,19.0,5.0,1.0,M,Town,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,3
60.0,14.0,31.81,43986.53,8.0,334.541354602785,918.0,12.0,1.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,Yes,Unsolved,Poor Website,4
59.0,20.0,175.88,41565.87,27.0,582.8463576788225,346.0,22.0,2.0,0.0,M,Town,Credit/Debit Card Offers,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Website,3
16.0,13.0,34.35,8159.56,8.0,555.38,1025.0,5.0,0.0,0.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,5
60.0,17.0,135.65,27977.41,15.0,1180.0549492074156,398.0,23.0,4.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Customer Service,3
42.0,22.0,1183.6816650142655,9327.63,5.0,524.91,257.0,8.0,0.0,0.0,M,Town,Without Offers,Smartphone,Mobile_Data,Yes,Yes,No,Not Applicable,Poor Product Quality,5
12.0,18.0,35.23,49471.98,28.0,575.82,535.0,9.0,1.0,1.0,M,City,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Website,5
61.0,10.0,578.43,28499.72,7.0,620.99,919.0,1.0,0.0,1.0,F,Town,Without Offers,Both,Wi-Fi,Yes,No,No,Not Applicable,Too many ads,5
38.0,11.0,257.64,46148.34,21.0,280.9297873803298,26.0,4.0,3.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,Yes,Unsolved,Poor Website,3
35.0,12.0,551.35,4218.5,-7.223361073039463,575.59,987.0,21.0,1.0,1.0,F,Town,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,Yes,Yes,No Information Available,Poor Website,5
20.0,14.0,33.18,25460.24,15.6,794.85,255.0,8.0,3.0,0.0,M,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,Yes,Solved in Follow-up,Poor Website,3
14.0,14.0,149.53,13990.75,24.0,682.76,148.0,19.0,1.0,0.0,F,City,Without Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Poor Product Quality,5
21.0,4.0,30.84,27368.83,26.0,618.28,882.0,11.0,0.0,1.0,F,City,Without Offers,Desktop,Fiber_Optic,Yes,No,Yes,Solved in Follow-up,Poor Website,5
44.0,11.0,151.21,3971.95,29.0,861.7969129553612,421.0,8.0,1.0,0.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,5
11.0,13.0,428.73,25593.67,23.0,660.81,1066.0,21.0,0.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Wi-Fi,Yes,Yes,No,Not Applicable,Poor Website,5
33.0,17.0,1035.71,24325.66,22.0,691.7039726696338,525.0,10.0,1.0,1.0,F,City,Without Offers,Smartphone,Mobile_Data,Yes,Yes,No,Not Applicable,Poor Customer Service,5
36.0,12.0,44.67,69072.38,11.0,780.82,674.0,10.0,3.0,1.0,M,City,Credit/Debit Card Offers,Desktop,Wi-Fi,Yes,No,No,Not Applicable,User Friendly Website,1
60.0,7.0,1131.51,19179.58,11.0,998.6434643089,873.0,1.0,0.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Website,5
54.0,11.0,163.46,15352.38,16.0,562.43,571.0,18.0,1.0,0.0,M,Village,Without Offers,Smartphone,Fiber_Optic,Yes,No,No,Not Applicable,Too many ads,5
32.0,12.4,85.43,37290.73,14.0,429.24388892815966,10.0,10.0,0.0,0.0,F,Town,Without Offers,Smartphone,Mobile_Data,No,Yes,Yes,Solved in Follow-up,No reason specified,4
41.0,23.0,57.86,3688.19,13.0,559.5011394496926,914.0,21.0,3.0,1.0,M,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Customer Service,3
55.0,9.0,683.35,12458.18,22.0,251.10520692979023,306.0,5.0,3.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Product Quality,3
47.0,10.0,-930.1554330385752,12084.14,16.6,546.05,389.0,8.0,1.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Too many ads,5
17.0,15.0,476.02,49996.18,29.0,790.95,1012.0,13.0,4.0,0.0,F,City,Credit/Debit Card Offers,Smartphone,Wi-Fi,Yes,Yes,Yes,Unsolved,No reason specified,3
44.0,3.0,862.65,15977.08,16.0,669.93,78.0,9.0,2.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,4
12.0,21.0,-566.6163411444587,93271.98119999998,16.0,789.58,1001.0,4.0,3.0,0.0,M,City,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,Yes,Unsolved,Reasonable Price,1
35.0,9.0,637.22,13130.72,12.0,796.47,395.0,15.0,5.0,1.0,F,City,Gift Vouchers/Coupons,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,Too many ads,3
23.0,11.0,209.32,25210.18,6.0,984.4643916198422,100.0,23.0,3.0,0.0,M,City,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,No,Yes,Solved,Reasonable Price,2
58.0,21.0,300.64,29683.84,12.0,681.25,516.0,12.0,2.0,0.0,M,City,Credit/Debit Card Offers,Both,Mobile_Data,No,Yes,Yes,Solved,Too many ads,4
36.0,17.0,85.01,21426.37,29.0,713.36,835.0,23.0,2.0,0.0,F,Town,Without Offers,Desktop,Mobile_Data,Yes,No,No,Not Applicable,No reason specified,3
46.0,15.6,75.86,45416.38,25.0,688.74,566.0,1.0,3.0,1.0,M,Town,Without Offers,Desktop,Wi-Fi,No,Yes,No,Not Applicable,Poor Customer Service,4
23.0,10.0,43.43,45881.8,20.0,635.86,130.0,12.0,3.0,1.0,M,Town,Without Offers,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,Poor Customer Service,4
21.0,7.0,1139.12,11083.34,13.0,793.7009380323931,700.0,14.0,2.0,1.0,M,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Product Quality,3
57.0,2.0,263.08,7737.85,6.0,744.34,572.0,15.0,3.0,0.0,F,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,No,Not Applicable,Poor Website,3
57.0,18.0,32.75,58274.87,17.0,769.45,1011.0,17.0,4.0,0.0,M,Village,Credit/Debit Card Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Reasonable Price,2
45.0,14.0,150.1,13578.77,16.0,280.3547966117974,964.0,23.0,3.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No,Yes,Unsolved,Poor Website,3
11.0,8.0,-530.0194446133172,26169.66,24.0,640.2738065716038,258.0,18.0,2.0,1.0,F,Town,Without Offers,Both,Wi-Fi,No,Yes,Yes,No Information Available,Poor Product Quality,4
62.0,7.0,500.67,40996.02,7.0,629.63,860.0,9.0,2.0,0.0,F,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,Yes,Solved,No reason specified,4
53.0,9.0,150.86,19345.72,6.0,651.67,83.0,2.0,1.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4
48.0,16.0,249.85,32055.71,16.0,775.39,429.0,5.0,2.0,0.0,M,Town,Without Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,No reason specified,3
29.0,9.0,76.72,23514.58,28.0,106.54267990398986,134.0,10.0,1.0,0.0,F,Town,Without Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,Poor Customer Service,5
32.0,17.0,112.89,4128.51,16.0,1168.421615633022,21.0,16.0,5.0,0.0,F,Town,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,No,Not Applicable,User Friendly Website,1
62.0,19.0,280.17,91740.57,19.0,807.43,97.0,10.0,3.0,1.0,F,City,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,Yes,No,Not Applicable,Reasonable Price,1
53.0,16.0,216.26,38901.78,24.0,702.25,757.0,18.0,2.0,0.0,M,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,Poor Website,4
31.0,12.0,425.08,32327.27,12.0,677.76,807.0,10.0,0.0,0.0,F,City,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,No,Yes,Unsolved,No reason specified,5
23.0,11.8,60.64,13140.11,10.0,796.56,373.0,15.0,4.0,1.0,M,Village,Credit/Debit Card Offers,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Quality Customer Care,2
11.0,17.0,30.94,36232.6,5.0,703.0505132640993,120.0,5.0,5.0,0.0,M,City,Without Offers,Desktop,Mobile_Data,Yes,No,Yes,Solved in Follow-up,User Friendly Website,2
22.0,20.0,1145.4047397399445,57334.44,19.0,333.71191101982345,876.0,0.0,4.0,0.0,M,Town,Credit/Debit Card Offers,Desktop,Mobile_Data,No,Yes,Yes,No Information Available,Reasonable Price,2
41.0,16.0,37.29,25573.53,16.6,760.19,255.0,8.0,2.0,1.0,F,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,3
52.0,13.0,56.86,30711.57,6.0,691.664,429.0,6.0,0.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Customer Service,5
16.0,11.0,254.77,39302.5,17.0,1236.417171219996,382.0,18.0,1.0,0.0,F,Village,Credit/Debit Card Offers,Both,Mobile_Data,Yes,No,Yes,No Information Available,No reason specified,4
29.0,10.0,39.03,29439.71,8.0,611.54,881.0,1.0,3.0,0.0,M,City,Without Offers,Smartphone,Wi-Fi,Yes,No,Yes,No Information Available,Poor Customer Service,4
50.0,10.0,977.476203839054,6584.18,18.6,672.086,687.0,4.0,2.0,1.0,M,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Customer Service,3
12.0,11.0,349.34,6515.95,18.0,331.1121542896421,266.0,1.0,5.0,0.0,F,City,Credit/Debit Card Offers,Smartphone,Fiber_Optic,Yes,No,Yes,Unsolved,No reason specified,3
21.0,23.0,141.73,10467.78,22.0,977.9850526041556,840.0,11.0,0.0,1.0,F,City,Gift Vouchers/Coupons,Desktop,Fiber_Optic,Yes,No,No,Not Applicable,Poor Website,4
61.0,19.0,1203.8466585504234,8024.47,16.0,508.2,734.0,8.0,0.0,0.0,F,Village,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,No,Yes,No,Not Applicable,Poor Customer Service,5
52.0,8.0,37.26,36214.94,21.0,380.9077136519248,728.0,2.0,1.0,0.0,F,City,Without Offers,Smartphone,Fiber_Optic,Yes,No,Yes,No Information Available,No reason specified,4
16.0,22.0,176.07,9406.63,20.2,633.85,300.0,21.0,0.0,1.0,M,Town,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,Yes,Unsolved,Too many ads,5
52.0,17.0,454.8,23700.45,13.617376883222965,608.22,473.0,22.0,1.0,1.0,F,Town,Gift Vouchers/Coupons,Desktop,Mobile_Data,Yes,No,No,Not Applicable,Poor Website,4
64.0,2.0,659.58,42053.16,7.0,703.29,378.0,14.0,3.0,1.0,F,City,Gift Vouchers/Coupons,Smartphone,Mobile_Data,Yes,No,No,Not Applicable,Poor Product Quality,3
22.0,9.6,184.61,54302.96,1.0,796.14,943.0,0.0,3.0,1.0,M,Town,Without Offers,Desktop,Fiber_Optic,No,Yes,Yes,Solved in Follow-up,User Friendly Website,2
35.0,8.0,94.01,2558.2,22.0,788.67,39.0,12.0,4.0,1.0,M,Village,Without Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Too many ads,3
63.0,11.0,144.59,5307.06,16.0,760.79,761.0,1.0,4.0,0.0,F,Town,Without Offers,Desktop,Fiber_Optic,No,Yes,No,Not Applicable,No reason specified,3
28.0,13.8,76.66,36775.95,6.0,690.02,285.0,0.0,2.0,0.0,F,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,Yes,Unsolved,No reason specified,4
28.0,15.0,450.82,41245.43,29.0,813.2119169795668,225.0,13.0,0.0,1.0,F,Town,Without Offers,Smartphone,Wi-Fi,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,5
23.0,9.0,-943.8667682476677,40637.07,16.0,632.84,592.0,1.0,1.0,1.0,M,Village,Gift Vouchers/Coupons,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Poor Product Quality,5
52.0,12.0,138.51,32530.64,24.0,645.48,775.0,9.0,0.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Wi-Fi,No,Yes,Yes,No Information Available,Poor Product Quality,4
24.0,6.0,96.56,21232.84,19.0,538.55,310.0,10.0,0.0,0.0,F,Town,Without Offers,Smartphone,Mobile_Data,No,Yes,No,Not Applicable,Poor Website,5
45.0,21.0,539.9,14868.38,18.0,1191.082555964634,576.0,11.0,4.0,1.0,F,Town,Credit/Debit Card Offers,Both,Fiber_Optic,Yes,No,Yes,Solved,Quality Customer Care,2
50.0,16.0,958.6,11949.99,26.0,486.9669927976781,379.0,13.0,2.0,1.0,F,Town,Credit/Debit Card Offers,Smartphone,Mobile_Data,Yes,Yes,No,Not Applicable,Poor Product Quality,3
43.0,16.0,1246.1252427829768,44747.82,18.0,1202.190970782131,537.0,17.0,5.0,0.0,M,Town,Without Offers,Smartphone,Wi-Fi,Yes,No,Yes,Solved in Follow-up,Poor Website,3
12.0,15.0,256.28,14743.37,7.0,715.1,390.0,3.0,3.0,1.0,F,Town,Credit/Debit Card Offers,Desktop,Fiber_Optic,Yes,Yes,No,Not Applicable,Poor Product Quality,4
63.0,10.0,188.04,4919.32,14.0,606.88,215.0,19.0,0.0,1.0,F,City,Without Offers,Smartphone,Mobile_Data,No,Yes,Yes,Solved,Too many ads,5
34.0,24.0,485.84,47110.18,13.0,646.99,329.0,22.0,2.0,0.0,F,Town,Gift Vouchers/Coupons,Both,Mobile_Data,Yes,No,No,Not Applicable,Too many ads,4
28.0,9.0,118.92,36097.78,30.608132483497613,707.38,120.0,4.0,1.0,1.0,F,City,Without Offers,Smartphone,Wi-Fi,Yes,No,No,Not Applicable,No reason specified,4
42.0,12.0,378.71,27971.42,23.0,707.9195847993427,454.0,8.0,1.0,0.0,F,Town,Without Offers,Smartphone,Wi-Fi,No,Yes,No,Not Applicable,Poor Website,5
